Route,Location,URL,Avg Stars,Num Ratings,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
IG5,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118447206/ig5,3.0,2,-1,Boulder,V2,1,10,31.9224,-106.0433
Mashed Potato,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123649328/mashed-potato,2.2,5,-1,Boulder,V2,1,8,31.9224,-106.0433
Wide Potatoes,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200562483/wide-potatoes,2.0,1,-1,Boulder,V2,1,12,31.9224,-106.0433
In the Bucket of Parts,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106420244/in-the-bucket-of-parts,2.7,121,-1,Boulder,V2,1,18,31.9224,-106.0433
Cast Iron,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106950290/cast-iron,3.5,55,-1,Boulder,V2,1,20,31.9224,-106.0433
Safety Meeting,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123435208/safety-meeting,3.5,2,-1,Boulder,V2-3 R,1,20,31.9224,-106.0433
Beefy Reef,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118329034/beefy-reef,3.0,24,-1,Boulder,V3 R,1,40,31.9224,-106.0433
Pseudo Right,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/125563465/pseudo-right,2.0,5,-1,Boulder,V3,1,,31.9224,-106.0433
O'Grady's,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111687493/ogradys,2.2,6,-1,Boulder,V3,1,10,31.9224,-106.0433
Psuedo Feather,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111444396/psuedo-feather,2.8,12,-1,Boulder,V4,1,,31.9224,-106.0433
Psuedo left,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111444411/psuedo-left,2.1,13,-1,Boulder,V4,1,,31.9224,-106.0433
Cast Iron low,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/112344070/cast-iron-low,1.5,4,-1,Boulder,V4,1,,31.9224,-106.0433
Underfoot,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200243918/underfoot,3.0,1,-1,Boulder,V5,1,15,31.9224,-106.0433
The Hog,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107068636/the-hog,2.7,29,-1,Boulder,V5,1,12,31.9224,-106.0433
Peace Talks,The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123440268/peace-talks,2.0,2,-1,Boulder,V6-7 R,1,20,31.9224,-106.0433
The Hog (left),The Small Potatoes > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/110000707/the-hog-left,2.8,5,-1,Boulder,V7,1,,31.9224,-106.0433
Yolanda,The Morgue > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200258419/yolanda,1.0,1,-1,Boulder,V0,1,12,31.92538,-106.04439
Who?,The Morgue > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200258426/who,2.0,1,-1,Boulder,V0,1,10,31.92538,-106.04439
Pauline,The Morgue > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200258434/pauline,1.0,1,-1,Boulder,V0,1,10,31.92538,-106.04439
Playtex Wife,The Morgue > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123554540/playtex-wife,2.7,3,-1,Boulder,V1,1,,31.92538,-106.04439
Larry,The Morgue > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123554768/larry,2.3,3,-1,Boulder,V1,1,12,31.92538,-106.04439
T-Bone Direct,The Morgue > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200478328/t-bone-direct,2.0,1,-1,Boulder,V2,1,10,31.92538,-106.04439
T-Bone Truffle Left,The Morgue > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123642482/t-bone-truffle-left,2.4,9,-1,Boulder,V3,1,,31.92538,-106.04439
[Redacted],The Morgue > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/108198587/redacted,2.8,9,-1,Boulder,V3 X,23,30567,31.92538,-106.04439
T-Bone Shuffle,The Morgue > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106104321/t-bone-shuffle,3.6,246,-1,Boulder,V4,1,,31.92538,-106.04439
T-Bone Kerfuffle,The Morgue > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/117698404/t-bone-kerfuffle,2.2,13,-1,Boulder,V5,1,16,31.92538,-106.04439
The Morgue,The Morgue > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106102679/the-morgue,4.0,11,-1,Boulder,V5+,1,,31.92538,-106.04439
Eye Gouger,The Big Time > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107072250/eye-gouger,1.7,18,-1,Boulder,V0-,1,8,31.9222,-106.0434
Little Big Time,The Big Time > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118328964/little-big-time,2.8,8,-1,Boulder,V0+ PG13,1,20,31.9222,-106.0434
Wife on Ice,The Big Time > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118331318/wife-on-ice,2.0,1,-1,Boulder,V1 PG13,1,17,31.9222,-106.0434
Woman Of Leisure,The Big Time > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107072230/woman-of-leisure,2.1,37,-1,Boulder,V1,1,15,31.9222,-106.0434
Spud Boy,The Big Time > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107072264/spud-boy,2.2,21,-1,Boulder,V1,1,10,31.9222,-106.0434
The Rack,The Big Time > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106738488/the-rack,2.3,11,-1,Boulder,V5,1,12,31.9222,-106.0434
See Spot Run,The Big Time > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106104818/see-spot-run,4.0,123,-1,Boulder,V6 PG13,1,25,31.9222,-106.0434
Run The Rack,The Big Time > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116075824/run-the-rack,2.0,1,-1,Boulder,V9,1,,31.9222,-106.0434
Dark Age,The Big Time > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116120234/dark-age,3.1,8,-1,Boulder,V11,1,,31.9222,-106.0434
Barefoot on Sacred Ground,The Big Time > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116120243/barefoot-on-sacred-ground,4.0,4,-1,Boulder,V12,1,,31.9222,-106.0434
The 40 Watt Range,Terminator Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106417576/the-40-watt-range,1.8,6,-1,Boulder,V2,1,20,31.9205,-106.044
Fuck You Asshole,Terminator Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106104860/fuck-you-asshole,2.4,19,-1,Boulder,V4,1,,31.9205,-106.044
Serious Attitude Problem,Terminator Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106104876/serious-attitude-problem,2.7,19,-1,Boulder,V4,1,15,31.9205,-106.044
Terminator Start,Terminator Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106417568/terminator-start,2.5,6,-1,Boulder,V5,1,8,31.9205,-106.044
Couch Potato,Terminator Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/109751231/couch-potato,2.5,4,-1,Boulder,V6,1,,31.9205,-106.044
Dwindles,Terminator Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200377303/dwindles,2.7,3,-1,Boulder,V7,1,12,31.9205,-106.044
Assisted Living,Terminator Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111477504/assisted-living,3.2,17,-1,Boulder,V8-,1,,31.9205,-106.044
Adjust your Attitude,Terminator Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107068442/adjust-your-attitude,3.8,17,-1,Boulder,V8,1,14,31.9205,-106.044
McBain,Terminator Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107068452/mcbain,2.7,28,-1,Boulder,V8,1,10,31.9205,-106.044
Governator,Terminator Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111457015/governator,2.0,2,-1,Boulder,V10,1,,31.9205,-106.044
Predator,Terminator Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116072657/predator,2.7,3,-1,Boulder,V10,1,,31.9205,-106.044
[Redacted],The Kitchen > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107068476/redacted,2.0,1,-1,Boulder,V4 PG13,1,10,31.9248,-106.0424
Short Order Cook,The Kitchen > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106105368/short-order-cook,2.2,22,-1,Boulder,V6,1,15,31.9248,-106.0424
Rear Burner,The Kitchen > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106584280/rear-burner,1.8,5,-1,Boulder,V6,1,12,31.9248,-106.0424
Seka's Specialty,Double Vision > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106299901/sekas-specialty,3.1,14,-1,Boulder,V2 PG13,1,15,31.92106,-106.04546
Dilated Pupils,Double Vision > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106299908/dilated-pupils,2.7,34,-1,Boulder,V4,1,10,31.92106,-106.04546
Double Vision,Double Vision > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/108603809/double-vision,3.4,7,-1,Boulder,V7,1,18,31.92106,-106.04546
Hueco of Dan-ocles,Double Vision > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107982211/hueco-of-dan-ocles,2.4,5,-1,Boulder,V8,1,18,31.92106,-106.04546
Mop Buckets,Mopboys > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123233898/mop-buckets,2.5,2,-1,Boulder,V0+,1,,31.9235,-106.04536
Mopboys Crack Right,Mopboys > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/110020167/mopboys-crack-right,2.0,3,-1,Boulder,V1,1,,31.9235,-106.04536
mopboys crack right,Mopboys > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/110020169/mopboys-crack-right,2.6,5,-1,Boulder,V1,1,,31.9235,-106.04536
Slothwalker,Mopboys > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/121935242/slothwalker,2.9,8,-1,Boulder,V3,1,,31.9235,-106.04536
Room of Voices,Mopboys > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/119688152/room-of-voices,3.0,2,-1,Boulder,V4,1,,31.9235,-106.04536
Nose Bleed Seats,Mopboys > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/121967007/nose-bleed-seats,2.5,4,-1,Boulder,V4,1,8,31.9235,-106.04536
Lithologic,Mopboys > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106306418/lithologic,2.8,39,-1,Boulder,V4,1,10,31.9235,-106.04536
Squirm,Mopboys > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106306424/squirm,2.6,8,-1,Boulder,V4,1,10,31.9235,-106.04536
Mop Boy aka Mop Buckets,Mopboys > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106304225/mop-boy-aka-mop-buckets,3.1,20,-1,Boulder,5.12+ V6,1,50,31.9235,-106.04536
Big Nose Milley,Mopboys > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116071367/big-nose-milley,2.9,14,-1,Boulder,V9-,1,,31.9235,-106.04536
To the Gym,"Stegasaur, The > North Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/200735854/to-the-gym,1.0,1,-1,Boulder,V0,1,23,31.9225,-106.0445
Unnamed,"Stegasaur, The > North Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/200650318/unnamed,2.0,1,-1,Boulder,V0+ PG13,1,25,31.9225,-106.0445
Above the Pond,"Stegasaur, The > North Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/111000481/above-the-pond,2.8,14,-1,Boulder,V4,1,10,31.9225,-106.0445
Rhinosaur,"Stegasaur, The > North Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/107015723/rhinosaur,2.8,4,-1,Boulder,V6-,1,14,31.9225,-106.0445
Stegasaur,"Stegasaur, The > North Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/106311352/stegasaur,3.3,86,-1,Boulder,V7,1,8,31.9225,-106.0445
Mousie Adame,"Stegasaur, The > North Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/110042073/mousie-adame,2.8,21,-1,Boulder,V7,1,10,31.9225,-106.0445
Iron Whole,"Stegasaur, The > North Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/111444419/iron-whole,2.0,1,-1,Boulder,V7,1,,31.9225,-106.0445
Rainer Maria,"Stegasaur, The > North Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/106647059/rainer-maria,2.0,1,-1,Boulder,V8-9,1,20,31.9225,-106.0445
Both Barrels,"Stegasaur, The > North Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/123145197/both-barrels,2.5,4,-1,Boulder,V9,1,10,31.9225,-106.0445
Blueberry Wine,"Stegasaur, The > North Mountain > Hueco Tanks > Texas",https://www.mountainproject.com/route/106647055/blueberry-wine,1.5,2,-1,Boulder,V10,1,18,31.9225,-106.0445
Hot Wax,Icarus Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106338534/hot-wax,3.1,17,-1,Boulder,V2,1,20,31.9208,-106.0415
Hercules,Icarus Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/109696377/hercules,2.8,18,-1,Boulder,V3 PG13,1,15,31.9208,-106.0415
Daedelus,Icarus Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/109696389/daedelus,2.2,14,-1,Boulder,V3+,1,10,31.9208,-106.0415
Laments like Lullabies,Icarus Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/108048687/laments-like-lullabies,2.0,2,-1,Boulder,V4,1,30,31.9208,-106.0415
Icarus,Icarus Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116075816/icarus,3.7,3,-1,"TR, Boulder",5.11c/d V4 X,1,,31.9208,-106.0415
Hebro Sausage,Icarus Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106762435/hebro-sausage,3.0,14,-1,Boulder,V4,1,12,31.9208,-106.0415
Hebro Left,Icarus Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106762378/hebro-left,2.5,17,-1,Boulder,V5,1,10,31.9208,-106.0415
The Berserker,Icarus Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106338523/the-berserker,3.1,11,-1,Boulder,V6,1,20,31.9208,-106.0415
99 Heroin balloons,Icarus Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/110118107/99-heroin-balloons,3.3,21,-1,Boulder,V8,1,,31.9208,-106.0415
The Upside Down,Icarus Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/119752788/the-upside-down,3.0,4,-1,Boulder,V10 PG13,1,,31.9208,-106.0415
Brainwash,End Loop Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/120392110/brainwash,3.1,10,-1,Boulder,V4,1,,31.91985,-106.04841
The Bee,End Loop Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123654871/the-bee,2.8,5,-1,Boulder,V6,1,,31.91985,-106.04841
Left El Yuri,End Loop Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/125748951/left-el-yuri,3.0,1,-1,Boulder,V7,1,,31.91985,-106.04841
Brainless,End Loop Area > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/121470762/brainless,2.4,7,-1,Boulder,V8,1,18,31.91985,-106.04841
Insane in the Membrane,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/122092797/insane-in-the-membrane,1.3,7,-1,Boulder,V0,1,,31.9225,-106.0445
Electric Aunt Jemima,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123642455/electric-aunt-jemima,3.3,3,-1,Boulder,V2 R,1,,31.9225,-106.0445
Love 2 Chum,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107967341/love-2-chum,2.0,1,-1,Boulder,V2,1,15,31.9225,-106.0445
Loves2chum,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107974630/loves2chum,1.0,1,-1,Boulder,V2,1,15,31.9225,-106.0445
Glonous History,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116600494/glonous-history,3.0,3,-1,Boulder,V2,1,10,31.9225,-106.0445
Asylum Crack,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106360846/asylum-crack,3.0,27,-1,Boulder,V3,1,25,31.9225,-106.0445
Seeker,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/123554574/seeker,2.2,5,-1,Boulder,V3,1,,31.9225,-106.0445
Mojo Risin',The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/126678855/mojo-risin,-1.0,0,-1,"TR, Boulder",5.12 V5 X,1,26,31.9225,-106.0445
V-Obsession,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106950281/v-obsession,2.7,18,-1,Boulder,V5,1,12,31.9225,-106.0445
Orpheus,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118240695/orpheus,2.9,9,-1,Boulder,V6,1,8,31.9225,-106.0445
Nurse Ratchet,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107876321/nurse-ratchet,2.1,8,-1,Boulder,V7,1,8,31.9225,-106.0445
Eurydice,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118240704/eurydice,3.0,2,-1,Boulder,V9,1,10,31.9225,-106.0445
Stop Watching Me,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106403171/stop-watching-me,2.5,2,-1,Boulder,V9,1,25,31.9225,-106.0445
Theatre of the Absurd,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106686768/theatre-of-the-absurd,3.4,15,-1,Boulder,V10 PG13,1,25,31.9225,-106.0445
Le Retour De Goupil,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/112502292/le-retour-de-goupil,4.0,1,-1,Boulder,V12,1,30,31.9225,-106.0445
Diabolique,The Asylum > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/125706845/diabolique,3.0,1,-1,Boulder,V12,1,15,31.9225,-106.0445
A Minor,Look Sharp Rock > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/109743684/a-minor,1.6,36,-1,Boulder,V2,1,,31.92563,-106.04393
D Major,Look Sharp Rock > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/125431186/d-major,1.7,3,-1,Boulder,V3,1,,31.92563,-106.04393
Be Flat,Look Sharp Rock > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106584273/be-flat,2.5,45,-1,Boulder,V4,1,8,31.92563,-106.04393
See Sharp,Look Sharp Rock > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/109743694/see-sharp,2.7,18,-1,Boulder,V6,1,,31.92563,-106.04393
Memento,Term Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107152898/memento,2.8,33,-1,Boulder,V0,1,10,31.92435,-106.04371
Long Term Memory,Term Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107153985/long-term-memory,1.6,17,-1,Boulder,V0,1,10,31.92435,-106.04371
Short Term Memory,Term Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107153992/short-term-memory,1.4,7,-1,Boulder,V0,1,10,31.92435,-106.04371
Termite,Term Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107153999/termite,1.5,4,-1,Boulder,V0,1,10,31.92435,-106.04371
Mid-term,Term Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107154009/mid-term,2.0,9,-1,Boulder,V1,1,10,31.92435,-106.04371
Term Crack,Term Boulder > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107154015/term-crack,1.3,3,-1,Boulder,V1,1,10,31.92435,-106.04371
The Backscratcher,Warm Up Wall > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106432685/the-backscratcher,3.2,47,-1,Boulder,V1,1,,31.9225,-106.0445
40-Ounce King,The Gymnasium > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200249863/40-ounce-king,2.0,1,-1,Boulder,V0,1,18,31.92232,-106.04431
Jimmy hats on parade,The Gymnasium > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/114576691/jimmy-hats-on-parade,1.8,8,-1,Boulder,V0,1,,31.92232,-106.04431
World without lawyers,The Gymnasium > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/114576695/world-without-lawyers,2.4,11,-1,Boulder,V0,1,,31.92232,-106.04431
Solid pleasure,The Gymnasium > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/114576699/solid-pleasure,2.0,10,-1,Boulder,V0,1,,31.92232,-106.04431
Bellyful of Marrow Pudding,The Gymnasium > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200249932/bellyful-of-marrow-pudding,2.0,1,-1,Boulder,V1,1,20,31.92232,-106.04431
Bad Axe,The Gymnasium > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/110496768/bad-axe,2.2,10,-1,Boulder,V1+,1,15,31.92232,-106.04431
Gag Reflex,The Gymnasium > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111564795/gag-reflex,2.1,8,-1,Boulder,V2,1,15,31.92232,-106.04431
The Belly Bomber,The Gymnasium > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200249811/the-belly-bomber,2.0,1,-1,Boulder,V2,1,20,31.92232,-106.04431
Only the Little people pay taxes,The Gymnasium > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/110496793/only-the-little-people-pay-taxes,2.6,8,-1,Boulder,V3,1,12,31.92232,-106.04431
Rhymes with Rich,The Gymnasium > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111000450/rhymes-with-rich,2.6,12,-1,Boulder,V3,1,,31.92232,-106.04431
Suck In Dick,The Gymnasium > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116977451/suck-in-dick,2.0,1,-1,Boulder,V6,1,,31.92232,-106.04431
Tralfaz,Michael Kenyon > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/116161790/tralfaz,1.5,2,-1,Boulder,V0 PG13,1,18,31.9225,-106.0445
Chocolate Thunder,Michael Kenyon > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/118246238/chocolate-thunder,2.3,3,-1,Boulder,V1,1,20,31.9225,-106.0445
Donkey Head,Michael Kenyon > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106406272/donkey-head,2.4,5,-1,Boulder,V4,1,18,31.9225,-106.0445
Michael Kenyon,Michael Kenyon > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/108508644/michael-kenyon,2.0,2,-1,Boulder,V4,1,18,31.9225,-106.0445
Godiva,Sign of the Choss > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/125854858/godiva,3.0,1,-1,Boulder,V0 PG13,1,,31.9255,-106.04368
Hershey's Symphony,Sign of the Choss > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106412481/hersheys-symphony,3.6,122,-1,Boulder,V1 PG13,1,25,31.9255,-106.04368
Choss Training,Sign of the Choss > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106412473/choss-training,2.4,57,-1,Boulder,V3,1,10,31.9255,-106.04368
Sign of The Choss,Sign of the Choss > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106406324/sign-of-the-choss,2.9,33,-1,Boulder,V4,1,15,31.9255,-106.04368
Flake Magnet,Sign of the Choss > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/122987464/flake-magnet,1.8,5,-1,Boulder,V4,1,10,31.9255,-106.04368
Rhinoplasty,Sign of the Choss > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/125104729/rhinoplasty,2.5,2,-1,Boulder,V9-,1,,31.9255,-106.04368
The Rhino,Sign of the Choss > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/117960338/the-rhino,2.3,3,-1,Boulder,V11,1,,31.9255,-106.04368
Diaphanous Sea,Sign of the Choss > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/114100280/diaphanous-sea,3.9,10,-1,Boulder,V11,1,,31.9255,-106.04368
Bad Route,Girls of Juarez > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/122029371/bad-route,2.5,4,-1,Boulder,V1,1,10,31.92249,-106.04448
What is the Soul?,Girls of Juarez > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/112429226/what-is-the-soul,1.8,14,-1,Boulder,V2,1,,31.92249,-106.04448
Mexican Love Handle,Girls of Juarez > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/111342660/mexican-love-handle,2.5,21,-1,Boulder,V2+,1,,31.92249,-106.04448
Supergoose,Girls of Juarez > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106432706/supergoose,2.3,58,-1,Boulder,V3,1,,31.92249,-106.04448
Girls of Juarez,Girls of Juarez > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106570780/girls-of-juarez,3.7,169,-1,Boulder,V4 PG13,1,15,31.92249,-106.04448
La Ola,Girls of Juarez > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/120268149/la-ola,2.5,6,-1,Boulder,V4,1,4,31.92249,-106.04448
Burnt By The Sun,Girls of Juarez > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200465735/burnt-by-the-sun,2.0,1,-1,Boulder,V4,1,20,31.92249,-106.04448
Girls of El Paso,Girls of Juarez > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/200447315/girls-of-el-paso,3.0,1,-1,Boulder,V5 PG13,1,18,31.92249,-106.04448
Girls of Texas,Girls of Juarez > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106570768/girls-of-texas,2.3,112,-1,Boulder,V5,1,10,31.92249,-106.04448
Shirtless,Girls of Juarez > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107068650/shirtless,1.0,1,-1,Boulder,V5,1,12,31.92249,-106.04448
Boys of Juarez,Girls of Juarez > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/107015730/boys-of-juarez,2.8,8,-1,Boulder,V5+,1,15,31.92249,-106.04448
Black Mamba,Girls of Juarez > North Mountain > Hueco Tanks > Texas,https://www.mountainproject.com/route/106757761/black-mamba,2.5,8,-1,Boulder,V10,1,10,31.92249,-106.04448
